title	author	genre	pages	language	country	publisher
House of Chains	steven erikson	fantasy novel	1,021 pp (uk paperback edition)		united kingdom	bantam (uk  &  canada)  &  tor books (usa)
Midnight Tides	steven erikson	fantasy novel	959 pp		united kingdom	
The Darkness That Comes Before	r. scott bakker	fantasy novel	604 pp (overlook hardback)		canada	overlook press (us)    &  orbit (uk)
The Warrior Prophet	r. scott bakker	fantasy	640 pages			overlook press
The Poison Belt	arthur conan doyle	science fiction novel	199		united kingdom	hodder  &  stoughton
The Cult of Mac	leander kahney	non-fiction	260ppc		united states	no starch press
The Good Shepherd (novel)	c.s. forester	historical novel			united kingdom	michael joseph (uk)  little, brown and co. (us)
One for the Morning Glory	john barnes	fantasy	319		usa	tor books
Stations of the Tide	michael swanwick	science fiction novel	252		united states	william morrow and company
Death to the French	c. s. forester	historical novel			united kingdom	the bodley head
Tom Sawyer Abroad	mark twain	novel			united states	charles l. webster  &  co.  facsimile of the original 1st edition.
War for the Oaks	emma bull	fantasy	309		united states	ace books
The Word for World Is Forest	ursula k. le guin	science fiction	189		united states	
Blood and Chocolate (novel)	annette curtis klause	fantasy novel	264 pp		united states	random house inc.
Absolute Power (novel)	david baldacci	crime novel	505 pp (first edition, hardback)		united states	warner books
Shatterglass	tamora pierce	fantasy novel	368 pp		united states	scholastic press
Days of Magic, Nights of War	clive barker	fantasy	512		united states  united kingdom	harper-collins
The Age of Reason (novel)	jean-paul sartre	novel	416		france	gallimard, knopf, vintage
Against the Fall of Night	arthur c. clarke	science fiction	223 pp		united states	gnome press
Jazz (novel)	toni morrison	historical novel	229		united states	alfred a. knopf
The High King	lloyd alexander	fantasy novel	288		united states	
The Kraken Wakes	john wyndham	science fiction	288		united kingdom	michael joseph
Aristoi (novel)	walter jon williams	science fiction	448		united states	tor books
Loamhedge	brian jacques	fantasy novel	432 (uk hardback)  &  432 (us hardback)		united kingdom	viking (uk)  &  philomel (us)
The Castle of Iron	l. sprague de camp and fletcher pratt	fantasy	224 pp		united states	gnome press
Wall of Serpents	l. sprague de camp and fletcher pratt	fantasy	223		united states	avalon books
The Day of Forever	j. g. ballard	science fiction	141 pp		united kingdom	panther
Vermilion Sands	j. g. ballard	science fiction	192		united kingdom	berkley books
Passport to Eternity	j. g. ballard	science fiction	160 pp		united states	berkley books
Myths of the Near Future	j. g. ballard	science fiction	205 pp		united kingdom	jonathan cape
Anne of Avonlea	lucy maud montgomery	children's novel			canada	l. c. page  &  co.
Anne of Windy Poplars	lucy maud montgomery	children's novel			canada	mcclelland and stewart
The Klingon Dictionary	marc okrand	non-fiction	191 pp.		united states	pocket books
Star Light, Star Bright (book)	alfred bester	science fiction	248		united states	berkley / g. p. putnam
Nova (novel)	samuel r. delany	science fiction	279		united states	doubleday
Gridlinked	neal asher	science fiction novel	522		united kingdom	pan books
How to Win Friends and Influence People	dale carnegie	non-fiction	291 pp		united states	simon and schuster (1936)
The World at the End of Time	frederik pohl	science fiction	393		united states	del rey books
Secrets in the Fire	henning mankell and tanvi	children's novel	168 pp (eng. trans. edition, hardback)		sweden	allen  &  unwin (eng. trans.)
The Burning World (novel)	j. g. ballard	science fiction	160 pp		united kingdom	berkley books
Interstellar Pig	william sleator	science fiction	196 (bantam starfire edition, paperback)		united states	bantam
Toilers of the Sea	victor hugo	novel			belgium	verboeckhoven et cie
The Man Who Laughs	victor hugo	novel	386		france	
The Discworld Mapp	terry pratchett and stephen briggs	fantasy			great britain	corgi books
The Primal Urge	brian aldiss	science fiction novel	191 pp		united states	ballantine books
Memoirs of a Spacewoman	naomi mitchison	science fiction	176 pp		great britain	victor gollancz ltd
Ten Men	alexandra gray	novel	304 p. (paperback edition)		united kingdom	atlantic books
Venus on the Half-Shell	philip josé farmer as kilgore trout	science fiction	122		united states	dell publishing
Man of Two Worlds	brian and frank herbert	science fiction	429 pp		united states	putnam
Tower of Glass	robert silverberg	science fiction	247		united states	charles scribner's sons
Strangers (Dozois novel)	gardner dozois	science fiction novel			united states	berkley books
Callahan's Lady	spider robinson	science fiction novel	191		united states	ace books
Commitment Hour	james alan gardner	science fiction novel	352		canada	eos
The Real Lincoln	thomas j. dilorenzo	non-fiction	xiii, 333 p.		united states	prima publishing
Beggars Ride	nancy kress	science fiction	304		united states	tor books
Lieutenant Hornblower	c. s. forester	historical novel	253		united kingdom	michael joseph, london
Hornblower and the Hotspur	c. s. forester	historical novel	302 pp		united kingdom	michael joseph
Across the River and into the Trees	ernest hemingway	novel	320 pp		united states	charles scribner's sons
Superior Person's Book of Words	peter bowler	non-fiction	118 pages			
Star Smashers of the Galaxy Rangers	harry harrison	science fiction	212		united states	putnam
Blackeyes	dennis potter	novel	184 pp		united kingdom	vintage press, 1st ed.
Because of Winn-Dixie	kate dicamillo	children's novel	182 pp.		united states	candlewick press
Queen Zixi of Ix	l. frank baum	fantasy novel			united states	st. nicholas  the century company (book)
The Sand Child	tahar ben jelloun	novel			morocco	harcourt
All the Pretty Horses (novel)	cormac mccarthy	novel	301 pp (first edition, hardback)		united states	alfred a. knopf
Outer Dark	cormac mccarthy	novel			united states	
Parthiban Kanavu	kalki krishnamurthy	historical novel				macmillan india
The Garden of the Finzi-Continis	giorgio bassani	historical novel			italy	einaudi  &  (eng. trans.) atheneum
The Summer Tree	guy gavriel kay	fantasy novel	383 pp		canada	mcclelland  &  stewart
Trouble with Lichen	john wyndham	science fiction novel	189		united kingdom	michael joseph
The Outward Urge	john wyndham	science fiction	192		united kingdom	michael joseph
Q-Squared	peter david	science fiction			united states	pocket books
Lottie and Lisa	erich kästner	children's novel			germany	
Eiger Dreams	jon krakauer	non-fiction	189 pp.		united states	lyons press
S Is for Space	ray bradbury	science fiction	239 pp		united states	doubleday  &  company
Paladin of Souls	lois mcmaster bujold	fantasy	456 (hardcover)  496 pp (paperback)		united states	eos (harpercollins)
Adam Bede	george eliot	historical novel			england	john blackwood
Splinter of the Mind's Eye	alan dean foster	science fiction	hardcover: 216  paperback: 199		united states	del rey books
Good to Great	jim c. collins	non-fiction	320		united states	william collins
Terminal (Cook novel)	robin cook	novel	445		united states	g. p. putnam's sons, new york
Black and Gold (book)	anthony sampson	non-fiction			united kingdom	pantheon
End Zone	don delillo	novel	242 (hardback first edition)		united states	houghton mifflin
Independence Day (Ford novel)	richard ford	novel	464 pp		united states	alfred a. knopf
The Lovely Bones	alice sebold	novel	328		united states	little, brown
A Short, Sharp Shock	kim stanley robinson	fantasy novel			united states	mark v. ziesing
The Final Unfinished Voyage of Jack Aubrey	patrick o'brian	historical novel	144 first edition, hardback		united kingdom	harper collins (uk)
Confessions of a Crap Artist	philip k. dick	novel	171 pp		united states	entwhistle books
Untouched by Human Hands	robert sheckley	science fiction	169		united states	ballantine books
Time and Stars	poul anderson	science fiction	249		united states	
Side Effects (Allen book)	woody allen	fiction	149 pp.		united states	random house
The Deep Range	arthur c. clarke	science fiction	238 pp		united kingdom	frederick muller
Damnation Alley	roger zelazny	science fiction	157 pp		united states	g.p. putnam's sons
Curtain (novel)	agatha christie	crime novel	224 (first edition, hardcover)		united kingdom	collins crime club
Again, Dangerous Visions		science fiction	760		united states	doubleday
Outcast of Redwall	brian jacques	fantasy novel	375 (uk hardback)  &  360 (us hardback)		united kingdom	hutchinson (uk)  &  philomel (us)
Isle of the Dead (Zelazny novel)	roger zelazny	science fiction	190		united states	ace books
The Truth (novel)	terry pratchett	fantasy				doubleday
The Sands of Mars	arthur c. clarke	science fiction	219		united kingdom	sidgwick  &  jackson
Black Rice (novel)	anna moï	historical novel	177 pp		france	gallimard
White Light (novel)	rudy rucker	science fiction novel	128		united states	virgin books uk)  ace books (us)
The Lake House (novel)	james patterson	science fiction novel	376 pp		united states	little, brown and company
New Grub Street	george gissing	novel			united kingdom	london: smith, elder  &  co. (3 volumes)  troy, n.y.: c.a. brewster, 1904 (1 volume)
Recovery from Cults		non-fiction	432		united states	w. w. norton  &  company
The Wall of the Sky, the Wall of the Eye	jonathan lethem	science fiction	294 pp (first edition, hardcover)		united states	harcourt brace  &  co.
The Wish List (novel)	eoin colfer	fantasy novel	256 pp (hardcover edition)		ireland	o'brien press
Labyrinth of Evil	james luceno	science fiction	hardcover: 352                     paperback: 384		united states	del rey
The Story of Tracy Beaker	jacqueline wilson	children's novel	129		united kingdom	doubleday
Merlin Book 1: The Lost Years	thomas a. barron	fantasy	326 pp (hardcover edition)		united states	penguin group usa
Hitlers Bombe	rainer karlsch	non-fiction			germany	
Evolution and the Theory of Games	john maynard smith	non-fiction	234 pp.		united kingdom	cambridge university press
Agent of Byzantium	harry turtledove	science fiction	x + 244		united states	congdon  &  weed
The Rule of Four	ian caldwell and dustin thomason	novel	384 pp (first edition, hardback)		united states	the dial press
Journey by Moonlight	antal szerb	novel	368		hungary	pushkin press
Between a Rock and a Hard Place (book)	aron ralston	non-fiction	354		united states	atria books
Monica's Story	andrew morton	non-fiction	288		united states	st. martin's press
The Ships of Earth	orson scott card	science fiction	382		united states	tor books
The Marrow of Tradition	charles w. chesnutt	historical novel			united states	houghton, mifflin and company
The Terminal Beach	j. g. ballard	science fiction	221 pp		united kingdom	victor gollancz ltd
At Bertram's Hotel	agatha christie	crime novel	256 (first edition, hardcover)		united kingdom	collins crime club
The Queen's Necklace	alexandre dumas   in collaboration with auguste maquet	historical novel			france	
A Grain of Wheat	ngũgĩ wa thiong'o	historical novel	247 pp		kenya	
A Century of Dishonor	helen hunt jackson	non-fiction			united states	
Kenilworth (novel)	sir walter scott	historical novel			scotland and england	constable and co, edinburgh  hurst, robinson and co, london
Anansi Boys	neil gaiman	fantasy	400		united states	morrow
The Twenty-One Balloons	william pene du bois	children's novel	181		united states	the viking press
Radix (novel)	a. a. attanasio	science fiction	467		united states	william morrow
The Minister's Wooing	harriet beecher stowe	historical novel	578 pp (1st ed.);  349 pp (penguin paperback, 1999)		united states	derby  &  jackson (1st ed.),  penguin (1999 ed.)
Larry's Party	carol shields	novel	339 pp (hardback first edition)		canada	alfred a. knopf, canada
Ferdydurke	witold gombrowicz	novel	281pp (yup ed)		poland	"towarzystwo wydawnicze  "" rój "" , warsaw (1st ed);  harcourt, brace and world (new york 1961); yale university press (2000)"
Protector (novel)	larry niven	science fiction			united states	ballantine books
2001: A Space Odyssey (novel)	arthur c. clarke	science fiction	221 pp (us)  224 pp (uk)		united kingdom	hutchinson (uk)  new american library (us)
Wintersmith	terry pratchett	fantasy	399			doubleday
I Shall Wear Midnight	terry pratchett	fantasy				doubleday
